allocation_id,lesson_id,lesson_no,title_fr_official,category_code,subcategory_code,question_type_id,question_type_code,cognitive_level,compatibility_status,conditional_guardrail_required,lesson_target_full,target_full,target_expanded,target_mvp,base_share_pct,compatibility_factor,target_status,allocation_note_fa,allocation_policy_version,stage4_capacity_model,recovery_version
f089287f-50af-5407-b674-759788e5a4d5,8b0727a3-b94e-4d9d-bb86-9a0045b8685a,14,LE TEMPS (1),CAT08,SUB20,8fb82828-73d5-573a-8ccd-7d165372beab,TENSE_CHOICE,APPLICATION,NOT_SUITABLE,False,199,0,0,0,6.0,0.0,ZERO_NOT_SUITABLE,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
c67de290-79eb-50b6-8339-23ec0d93e034,8b0727a3-b94e-4d9d-bb86-9a0045b8685a,14,LE TEMPS (1),CAT08,SUB20,b6e57a62-931c-5b3f-8aff-dafe096d5d65,PRONOUN_CHOICE,APPLICATION,NOT_SUITABLE,False,199,0,0,0,5.0,0.0,ZERO_NOT_SUITABLE,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
82478154-39e4-5514-bb5f-593947696d92,8b0727a3-b94e-4d9d-bb86-9a0045b8685a,14,LE TEMPS (1),CAT08,SUB20,080bebd0-8e3d-51e9-ad82-13c256bc513a,PREPOSITION_CHOICE,APPLICATION,PREFERRED,False,199,18,9,4,5.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
3165e4f2-8ed3-50df-9b63-074cdf6d222f,8b0727a3-b94e-4d9d-bb86-9a0045b8685a,14,LE TEMPS (1),CAT08,SUB20,e7c92ba5-b1c8-5672-b377-08c7a1641350,REWRITE_EQUIV,DISCRIMINATION,ALLOWED,False,199,12,6,3,8.0,0.55,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
f5bed89d-f5a6-5e89-be0c-b07196d0591d,8b0727a3-b94e-4d9d-bb86-9a0045b8685a,14,LE TEMPS (1),CAT08,SUB20,d925f39a-26df-5760-8581-4e1577d0afb3,FR_TO_FA,RECALL,PREFERRED,False,199,18,9,4,4.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
670efc22-32ad-5bc2-9901-77c30c5a9d02,8b0727a3-b94e-4d9d-bb86-9a0045b8685a,14,LE TEMPS (1),CAT08,SUB20,eb413534-d902-573b-860e-7f0e219c7e51,FA_TO_FR,APPLICATION,ALLOWED,False,199,8,4,2,4.0,0.55,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
bf460687-c188-5e99-8e8e-aff6b6b6a7c5,8b0727a3-b94e-4d9d-bb86-9a0045b8685a,14,LE TEMPS (1),CAT08,SUB20,5bf2c002-80ba-5784-bcec-9f852d0e3b91,DIALOGUE_COMPLETE,APPLICATION,ALLOWED,False,199,15,8,4,8.0,0.55,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
c7a965fd-9844-59ac-b655-9b29ce75520b,8b0727a3-b94e-4d9d-bb86-9a0045b8685a,14,LE TEMPS (1),CAT08,SUB20,45b6af11-30d8-5189-89b9-210478143d49,REGISTER_CHOICE,DISCRIMINATION,NOT_SUITABLE,False,199,0,0,0,3.0,0.0,ZERO_NOT_SUITABLE,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
aafbf845-2d24-5a74-8bcc-10c6426a6208,8b0727a3-b94e-4d9d-bb86-9a0045b8685a,14,LE TEMPS (1),CAT08,SUB20,fce34dfe-f5ca-5be6-8d2b-254d546e745a,CONTRAST_RULES,DISCRIMINATION,PREFERRED,False,199,23,12,6,9.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
1f5c3124-b2ee-5a5a-b8b1-32900742023f,b182d62b-44dc-4893-b88c-75ef935c0111,15,LES INDÉFINIS,CAT05,SUB13,e9f1df52-d4b8-5e27-a3fb-c7301f53be50,CLOZE_SINGLE,RECALL,PREFERRED,False,183,21,10,5,10.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
dacca3b2-76e4-5ea9-bbd1-9cd202b6e9c2,b182d62b-44dc-4893-b88c-75ef935c0111,15,LES INDÉFINIS,CAT05,SUB13,32374c7b-9284-562f-8bcd-c3bbcad6728f,CLOZE_CONTEXT,APPLICATION,PREFERRED,False,183,31,16,8,11.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
b92a9da5-6ceb-509b-887a-63f7798e8b86,b182d62b-44dc-4893-b88c-75ef935c0111,15,LES INDÉFINIS,CAT05,SUB13,21ebada3-ac9a-519a-a0b1-58a57ba7e9c9,CORRECT_SENTENCE,DISCRIMINATION,PREFERRED,False,183,17,9,4,9.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
6c64401a-b184-5682-b874-95b925e0fa1b,b182d62b-44dc-4893-b88c-75ef935c0111,15,LES INDÉFINIS,CAT05,SUB13,a2fbc3d0-466a-5e81-bfdd-376ec6796aae,INCORRECT_SENTENCE,DISCRIMINATION,PREFERRED,False,183,14,7,3,7.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
64700221-60b3-514d-9c13-add1d755502a,b182d62b-44dc-4893-b88c-75ef935c0111,15,LES INDÉFINIS,CAT05,SUB13,646c0bc6-2722-50af-b7c9-ae0657805553,ERROR_LOCATION,DISCRIMINATION,PREFERRED,False,183,10,5,3,5.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
0a937544-a51c-531c-9b9c-03c046ac4409,b182d62b-44dc-4893-b88c-75ef935c0111,15,LES INDÉFINIS,CAT05,SUB13,bd178d4e-0325-51b4-9c06-8040893e4437,CONJUGATION,RECALL,NOT_SUITABLE,False,183,0,0,0,6.0,0.0,ZERO_NOT_SUITABLE,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
6227265b-240b-5fef-8b72-37d53f9d6258,b182d62b-44dc-4893-b88c-75ef935c0111,15,LES INDÉFINIS,CAT05,SUB13,8fb82828-73d5-573a-8ccd-7d165372beab,TENSE_CHOICE,APPLICATION,NOT_SUITABLE,False,183,0,0,0,6.0,0.0,ZERO_NOT_SUITABLE,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
d6e46989-5899-58df-af34-894c95236421,b182d62b-44dc-4893-b88c-75ef935c0111,15,LES INDÉFINIS,CAT05,SUB13,b6e57a62-931c-5b3f-8aff-dafe096d5d65,PRONOUN_CHOICE,APPLICATION,PREFERRED,False,183,14,7,4,5.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
33422e6d-473f-5494-b72f-d661120ee769,b182d62b-44dc-4893-b88c-75ef935c0111,15,LES INDÉFINIS,CAT05,SUB13,080bebd0-8e3d-51e9-ad82-13c256bc513a,PREPOSITION_CHOICE,APPLICATION,NOT_SUITABLE,False,183,0,0,0,5.0,0.0,ZERO_NOT_SUITABLE,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
777a8505-060b-58a1-828e-92a63c83e6da,b182d62b-44dc-4893-b88c-75ef935c0111,15,LES INDÉFINIS,CAT05,SUB13,e7c92ba5-b1c8-5672-b377-08c7a1641350,REWRITE_EQUIV,DISCRIMINATION,PREFERRED,False,183,15,8,4,8.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
c3d4bf44-da3a-5694-a3aa-82297ceb4f37,b182d62b-44dc-4893-b88c-75ef935c0111,15,LES INDÉFINIS,CAT05,SUB13,d925f39a-26df-5760-8581-4e1577d0afb3,FR_TO_FA,RECALL,ALLOWED,False,183,16,8,4,4.0,0.55,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
2542e7b6-7dc1-5077-85ae-ea3071bc1568,b182d62b-44dc-4893-b88c-75ef935c0111,15,LES INDÉFINIS,CAT05,SUB13,eb413534-d902-573b-860e-7f0e219c7e51,FA_TO_FR,APPLICATION,ALLOWED,False,183,6,3,1,4.0,0.55,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
924d8f83-e870-5aa4-97ba-79fba795c903,b182d62b-44dc-4893-b88c-75ef935c0111,15,LES INDÉFINIS,CAT05,SUB13,5bf2c002-80ba-5784-bcec-9f852d0e3b91,DIALOGUE_COMPLETE,APPLICATION,PREFERRED,False,183,22,11,6,8.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
684367fb-637f-5932-a764-eee652991dd1,b182d62b-44dc-4893-b88c-75ef935c0111,15,LES INDÉFINIS,CAT05,SUB13,45b6af11-30d8-5189-89b9-210478143d49,REGISTER_CHOICE,DISCRIMINATION,NOT_SUITABLE,False,183,0,0,0,3.0,0.0,ZERO_NOT_SUITABLE,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
1badf7c8-7107-5472-a3f6-eb5d992d46b5,b182d62b-44dc-4893-b88c-75ef935c0111,15,LES INDÉFINIS,CAT05,SUB13,fce34dfe-f5ca-5be6-8d2b-254d546e745a,CONTRAST_RULES,DISCRIMINATION,PREFERRED,False,183,17,8,4,9.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
f74633f7-bf26-5ecd-ad01-fe12f7944032,619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,CAT01,SUB02,e9f1df52-d4b8-5e27-a3fb-c7301f53be50,CLOZE_SINGLE,RECALL,PREFERRED,False,262,29,14,7,10.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
5b8e3a27-2cf5-5ce1-a5cd-6215ac1a1850,619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,CAT01,SUB02,32374c7b-9284-562f-8bcd-c3bbcad6728f,CLOZE_CONTEXT,APPLICATION,ALLOWED,False,262,58,30,15,11.0,0.55,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
4021dea1-2187-5e1a-8df6-e890d64c060a,619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,CAT01,SUB02,21ebada3-ac9a-519a-a0b1-58a57ba7e9c9,CORRECT_SENTENCE,DISCRIMINATION,ALLOWED,False,262,20,10,5,9.0,0.55,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
aa14f954-0854-5858-9601-9fe231c03484,619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,CAT01,SUB02,a2fbc3d0-466a-5e81-bfdd-376ec6796aae,INCORRECT_SENTENCE,DISCRIMINATION,PREFERRED,False,262,28,14,7,7.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
d27c1dd8-6f0c-55f2-abd1-b09111b5c013,619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,CAT01,SUB02,646c0bc6-2722-50af-b7c9-ae0657805553,ERROR_LOCATION,DISCRIMINATION,PREFERRED,False,262,20,10,5,5.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
3599f25c-d2a2-5e0e-afd8-d25ca4697c61,619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,CAT01,SUB02,bd178d4e-0325-51b4-9c06-8040893e4437,CONJUGATION,RECALL,PREFERRED,False,262,17,9,4,6.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
9696b45c-8bd4-5f07-b174-b9e3ee2c55d2,619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,CAT01,SUB02,8fb82828-73d5-573a-8ccd-7d165372beab,TENSE_CHOICE,APPLICATION,NOT_SUITABLE,False,262,0,0,0,6.0,0.0,ZERO_NOT_SUITABLE,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
915ded8c-13e4-5e3d-bb53-b1e34b3c4677,619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,CAT01,SUB02,b6e57a62-931c-5b3f-8aff-dafe096d5d65,PRONOUN_CHOICE,APPLICATION,NOT_SUITABLE,False,262,0,0,0,5.0,0.0,ZERO_NOT_SUITABLE,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
28e13d71-c2e9-5a06-8179-0c62953ef870,619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,CAT01,SUB02,080bebd0-8e3d-51e9-ad82-13c256bc513a,PREPOSITION_CHOICE,APPLICATION,NOT_SUITABLE,False,262,0,0,0,5.0,0.0,ZERO_NOT_SUITABLE,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
1647d8e3-5925-5c1a-863c-aa2b7d513254,619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,CAT01,SUB02,e7c92ba5-b1c8-5672-b377-08c7a1641350,REWRITE_EQUIV,DISCRIMINATION,ALLOWED,False,262,17,8,4,8.0,0.55,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
41455641-ca87-5c1a-9568-bb0019008870,619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,CAT01,SUB02,d925f39a-26df-5760-8581-4e1577d0afb3,FR_TO_FA,RECALL,ALLOWED,False,262,6,3,2,4.0,0.55,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
3c21987a-3af5-5cd6-b899-0b8ae0420190,619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,CAT01,SUB02,eb413534-d902-573b-860e-7f0e219c7e51,FA_TO_FR,APPLICATION,ALLOWED,False,262,25,13,7,4.0,0.55,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
b3391ef8-a7f5-5c7f-89b6-c8f8afc8c246,619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,CAT01,SUB02,5bf2c002-80ba-5784-bcec-9f852d0e3b91,DIALOGUE_COMPLETE,APPLICATION,CONDITIONAL,True,262,22,10,5,8.0,0.25,RECOVERED_CONDITIONAL_GUARDRAIL,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
6373b150-436d-5652-8453-487a22d335c7,619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,CAT01,SUB02,45b6af11-30d8-5189-89b9-210478143d49,REGISTER_CHOICE,DISCRIMINATION,NOT_SUITABLE,False,262,0,0,0,3.0,0.0,ZERO_NOT_SUITABLE,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
8cc671a8-cf53-540e-bd9c-adcd79a524fb,619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,CAT01,SUB02,fce34dfe-f5ca-5be6-8d2b-254d546e745a,CONTRAST_RULES,DISCRIMINATION,ALLOWED,False,262,20,10,5,9.0,0.55,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
f12abe70-b416-5f40-a03f-4a5d562c3582,e3b8941a-3506-4903-b9f5-ede88a288def,17,LE TEMPS (2),CAT08,SUB20,e9f1df52-d4b8-5e27-a3fb-c7301f53be50,CLOZE_SINGLE,RECALL,PREFERRED,False,199,22,11,6,10.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
d8574cd0-6f21-5e15-b599-106d79f69d3a,e3b8941a-3506-4903-b9f5-ede88a288def,17,LE TEMPS (2),CAT08,SUB20,32374c7b-9284-562f-8bcd-c3bbcad6728f,CLOZE_CONTEXT,APPLICATION,PREFERRED,False,199,39,19,10,11.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
24d77b25-0517-5ac6-8a2c-b1e044f4d8ae,e3b8941a-3506-4903-b9f5-ede88a288def,17,LE TEMPS (2),CAT08,SUB20,21ebada3-ac9a-519a-a0b1-58a57ba7e9c9,CORRECT_SENTENCE,DISCRIMINATION,ALLOWED,False,199,13,6,3,9.0,0.55,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
2273f19f-6c1a-5368-a932-4a514e161518,e3b8941a-3506-4903-b9f5-ede88a288def,17,LE TEMPS (2),CAT08,SUB20,a2fbc3d0-466a-5e81-bfdd-376ec6796aae,INCORRECT_SENTENCE,DISCRIMINATION,PREFERRED,False,199,18,9,5,7.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
56de5118-295f-5ea4-a1aa-8e11bfde14e9,e3b8941a-3506-4903-b9f5-ede88a288def,17,LE TEMPS (2),CAT08,SUB20,646c0bc6-2722-50af-b7c9-ae0657805553,ERROR_LOCATION,DISCRIMINATION,PREFERRED,False,199,13,7,3,5.0,1.0,RECOVERED_ALLOCATED_V1.0,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
012841dc-5dab-5eae-b0ff-8c08971295f7,e3b8941a-3506-4903-b9f5-ede88a288def,17,LE TEMPS (2),CAT08,SUB20,bd178d4e-0325-51b4-9c06-8040893e4437,CONJUGATION,RECALL,NOT_SUITABLE,False,199,0,0,0,6.0,0.0,ZERO_NOT_SUITABLE,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
654b8d44-33ca-56ed-b5ca-b00e42202241,e3b8941a-3506-4903-b9f5-ede88a288def,17,LE TEMPS (2),CAT08,SUB20,8fb82828-73d5-573a-8ccd-7d165372beab,TENSE_CHOICE,APPLICATION,NOT_SUITABLE,False,199,0,0,0,6.0,0.0,ZERO_NOT_SUITABLE,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
95d2140a-6839-5268-afa7-58fde5389ad6,e3b8941a-3506-4903-b9f5-ede88a288def,17,LE TEMPS (2),CAT08,SUB20,b6e57a62-931c-5b3f-8aff-dafe096d5d65,PRONOUN_CHOICE,APPLICATION,NOT_SUITABLE,False,199,0,0,0,5.0,0.0,ZERO_NOT_SUITABLE,تخصیص بازسازی‌شده طبق mix شناختی 20/40/40، base share، compatibility factor و largest remainder؛ برای CONDITIONAL رعایت guardrail الزامی است.,question-type-allocation-v0.9.0,capacity-weight-ratio-v0.9.0,question-authoring-recovery-v1.0.0
