dependency_id,lesson_id,lesson_no,lesson_title_fr,prerequisite_lesson_id,prerequisite_lesson_no,prerequisite_title_fr,relation_type,strength_1_5,evidence_type,status,note_fa,reviewed_by,reviewed_at
246b331f-3c07-44d4-9bfd-b077e94820f0,a2303764-b3c6-4a78-a5eb-287adffcd970,40,LE PASSÉ COMPOSÉ,2ad099b6-e9f4-4b96-8883-d88977fc94b4,28,LES PRONOMS COMPLÉMENTS,prerequisite,2,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
4c3c02e6-ac6f-4762-bcd0-f54b635cbbce,61d3b6b5-dd58-4ca4-b78d-521013ae2461,41,LE TEMPS (3),e3b8941a-3506-4903-b9f5-ede88a288def,17,LE TEMPS (2),prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
3abd0fdc-d7d6-4737-bcda-5822eac0b155,61d3b6b5-dd58-4ca4-b78d-521013ae2461,41,LE TEMPS (3),aece8fe7-c303-4257-a531-a3d6e0f242de,25,LA SITUATION dans l’ESPACE et le TEMPS (3),prerequisite,2,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
6268fc79-034e-46b9-ac84-7aace2e86372,61d3b6b5-dd58-4ca4-b78d-521013ae2461,41,LE TEMPS (3),a2303764-b3c6-4a78-a5eb-287adffcd970,40,LE PASSÉ COMPOSÉ,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
c4762d95-5f73-4736-b36c-bbd53e251134,79d5da54-9d06-473a-a60c-1c4cb74c38e1,42,LE PASSIF,a2303764-b3c6-4a78-a5eb-287adffcd970,40,LE PASSÉ COMPOSÉ,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
04fae869-13bd-4d03-96eb-ee1dc3cf9ce7,1a7369fc-5f96-48eb-9433-a91853b0f074,43,L’IMPARFAIT,619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
9fe41766-5ad6-4032-b906-631da6d0c0e7,1a7369fc-5f96-48eb-9433-a91853b0f074,43,L’IMPARFAIT,a2303764-b3c6-4a78-a5eb-287adffcd970,40,LE PASSÉ COMPOSÉ,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
575d1907-22be-4cec-b8bf-543553e53f33,7b460b08-fac3-4f7c-bec0-0e1863fbcca3,44,LE PLUS-QUE-PARFAIT,a2303764-b3c6-4a78-a5eb-287adffcd970,40,LE PASSÉ COMPOSÉ,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
b6051284-963f-4a9a-9e1f-8496390636c9,7b460b08-fac3-4f7c-bec0-0e1863fbcca3,44,LE PLUS-QUE-PARFAIT,1a7369fc-5f96-48eb-9433-a91853b0f074,43,L’IMPARFAIT,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
4e6b8495-b12f-4057-98e4-a1355c5b127b,ea5e63b4-af5e-438a-b50c-a3d9678296b6,45,LE DISCOURS INDIRECT au PASSÉ,83287154-f6ce-4595-a2b2-17537cb9908d,35,LE DISCOURS INDIRECT au PRÉSENT,prerequisite,4,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
b6095570-3413-42bc-8b23-e068aff5b23c,ea5e63b4-af5e-438a-b50c-a3d9678296b6,45,LE DISCOURS INDIRECT au PASSÉ,a2303764-b3c6-4a78-a5eb-287adffcd970,40,LE PASSÉ COMPOSÉ,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
a5d67768-67a4-4f87-83ca-1846524ab369,ea5e63b4-af5e-438a-b50c-a3d9678296b6,45,LE DISCOURS INDIRECT au PASSÉ,1a7369fc-5f96-48eb-9433-a91853b0f074,43,L’IMPARFAIT,prerequisite,5,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
c3474a49-1a36-42ea-805d-a801e465a75c,ea5e63b4-af5e-438a-b50c-a3d9678296b6,45,LE DISCOURS INDIRECT au PASSÉ,7b460b08-fac3-4f7c-bec0-0e1863fbcca3,44,LE PLUS-QUE-PARFAIT,prerequisite,4,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
fa6d5104-a96c-4817-ba65-d4352bdbe9ff,fa21c54c-eda9-434c-9b4c-af896a3dfde0,46,"« VENIR de », « ÊTRE en TRAIN de », « ÊTRE sur le POINT de »",d138adce-c139-454e-b3a3-1ff9464bd0e8,38,LES VERBES de DÉPLACEMENT,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
36738421-ca34-4963-8058-a2945526c0cb,9452d2bf-3b54-4cbe-9410-2a607d9d9903,47,LE FUTUR SIMPLE,619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
4f24af0c-3116-438b-a9f9-33b3d26f1e90,9452d2bf-3b54-4cbe-9410-2a607d9d9903,47,LE FUTUR SIMPLE,6ad0bf53-cab8-4037-8548-6e73441d1620,26,"LES VERBES en « -IR », « -OIR » et « -RE » au PRÉSENT",prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
f56444d0-e345-46a8-899d-ec87f229705f,c8b25314-e54b-4ec5-9a31-41e6af6cfab4,48,LE FUTUR ANTÉRIEUR,9452d2bf-3b54-4cbe-9410-2a607d9d9903,47,LE FUTUR SIMPLE,prerequisite,5,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
5c61d05f-e0c7-4abd-b6a4-cc0c17620bc8,c8b25314-e54b-4ec5-9a31-41e6af6cfab4,48,LE FUTUR ANTÉRIEUR,a2303764-b3c6-4a78-a5eb-287adffcd970,40,LE PASSÉ COMPOSÉ,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
3ac30e4e-b12c-4667-9df9-82f97f940a1b,8492c636-b6f3-4368-97df-c4e0387ff946,49,LE CONDITIONNEL (2),9452d2bf-3b54-4cbe-9410-2a607d9d9903,47,LE FUTUR SIMPLE,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
dc2223ab-6dc7-4aa1-8829-52d647fe5854,8492c636-b6f3-4368-97df-c4e0387ff946,49,LE CONDITIONNEL (2),1a7369fc-5f96-48eb-9433-a91853b0f074,43,L’IMPARFAIT,prerequisite,4,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
df03876e-cafd-4161-b748-153f1cb7017d,8492c636-b6f3-4368-97df-c4e0387ff946,49,LE CONDITIONNEL (2),a2303764-b3c6-4a78-a5eb-287adffcd970,40,LE PASSÉ COMPOSÉ,prerequisite,3,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
5bb7d496-f8b5-4fcd-9da5-e7c4b59cf0a3,7292614b-ad5b-496f-836e-1ca257cb80cc,50,LES HYPOTHÈSES,9452d2bf-3b54-4cbe-9410-2a607d9d9903,47,LE FUTUR SIMPLE,prerequisite,4,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
243319bf-e5f7-4ed0-b763-f9d790031581,7292614b-ad5b-496f-836e-1ca257cb80cc,50,LES HYPOTHÈSES,1a7369fc-5f96-48eb-9433-a91853b0f074,43,L’IMPARFAIT,prerequisite,5,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
6c44d6c4-3381-475f-bc18-87ea38f75ac7,7292614b-ad5b-496f-836e-1ca257cb80cc,50,LES HYPOTHÈSES,7b460b08-fac3-4f7c-bec0-0e1863fbcca3,44,LE PLUS-QUE-PARFAIT,prerequisite,4,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
37b15eed-3558-4a01-b281-97ddb408c925,7292614b-ad5b-496f-836e-1ca257cb80cc,50,LES HYPOTHÈSES,8492c636-b6f3-4368-97df-c4e0387ff946,49,LE CONDITIONNEL (2),prerequisite,5,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
7498e291-7bd3-4db1-9ec0-9b70131b08cd,5a20dade-1724-4c8a-887c-14dee287c1a2,51,LE SUBJONCTIF,619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,prerequisite,2,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
c84c4250-cd72-4271-9b31-d4d3a60bd7a4,5a20dade-1724-4c8a-887c-14dee287c1a2,51,LE SUBJONCTIF,6ad0bf53-cab8-4037-8548-6e73441d1620,26,"LES VERBES en « -IR », « -OIR » et « -RE » au PRÉSENT",prerequisite,4,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
0955b4fd-4e30-4074-8424-d7efb26082a5,5a20dade-1724-4c8a-887c-14dee287c1a2,51,LE SUBJONCTIF,83d883bf-5242-4dc2-bed6-dad1585746db,31,LE CONDITIONNEL (1),prerequisite,2,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
46bac23f-54e8-4483-ae64-87aceaa7de9d,5a20dade-1724-4c8a-887c-14dee287c1a2,51,LE SUBJONCTIF,1854197b-634e-4db7-893c-7e9b6bcbf004,33,L’INTERROGATION (2),prerequisite,2,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
cce50947-0940-48a5-8f0d-62b119f46d12,f0a5d28c-4b03-42c8-bd92-0708737ab3f1,52,LES RELATIONS LOGIQUES,5a20dade-1724-4c8a-887c-14dee287c1a2,51,LE SUBJONCTIF,prerequisite,2,project_inference_from_book_structure_and_rule_content,owner_approved_project_inference,این رابطه برای ساخت نقشه دانشی از توالی و محتوای خود کتاب استنباط شده و ادعای صریح کتاب محسوب نمی‌شود.,Iman,2026-08-08T15:35:00-07:00
